序号,正文,情感属性,情感分值
11719,回复@tiancaik:也难怪美国提防着我国，难道不是吗？//早晚干死美国佬！,负面,0.00097335
11720,自省绝不是中国人的优点，比起欧美以基督教为基的国家来说，中国人千万不要觉得自己有内省的优点。,中性,0.50006761
11721,回复@大笨蛋何:这个道理不要跟我说，你去和美国人说去。//回复@柳下惠本惠:阁下言之有理！然而未免过于狭隘：共产主义最终目的是解放全人类，也只是共产主义解放的开头，所有国家民族终将消散在历史云烟，共产真理永世流传,中性,0.423805014
11722,回复@一起喝面汤吧:呦，那你又是什么东西，来指责我？我可没说中国是我的呢，你自己理解能力有问题。我还是那句话——“看 不 惯 就 滚 哦～”。[嘻嘻][嘻嘻][嘻嘻]//回复@柳下惠本惠:中国是你的？你让人家滚出去？你是个什么东西？,负面,0.00117827
11723,对外低调，可对内呢？那些个基层领导，咄咄逼人啊,负面,0.00154526
11724,回复@兵丁58231:敢同恶鬼争高下，不向霸王让寸分。//回复@tiancaik:楼主气慨不小，但和博主老胡简直没有可比性，要说干仗老胡这尊超级大嘴炮早美国佬干死多少回了。,负面,0.00085174
11725,回复@阳大好:中午睡觉，早晚干死美国佬！//回复@tiancaik:中午干谁？有时间也不能闲着呀。,负面,0.197920102
11726,"团贷网被爆雷第81天。团贷网老板没有跑路，团贷网平台没有逾期，我们是合法出借人，没有参与非法集资，团贷爆雷是政府引导，官员站台诱导，媒体误导的结果，出借人合规合法，出借合同受国家法律保护！请国务院彻查！彻查万和集团、巨人集团、派生科技、小黄狗等关联方,良性清盘,返还22万受害人本息！",负面,0.000927859
11727,西方控制着外网的话语权，白的也能说成黑的，死的也能说成活的。武装暴乱可以说成和平游行，和平游行也可以说成武装暴乱~,负面,0.002827759
11728,只有中国的崛起不是靠殖民、掠夺和牺牲其它国家利益。//@胡锡进:自省是中国人的优点。但30年没打仗，也从不对外搞革命输出的我们，不能背扩张、高调、咄咄逼人的锅。我们不能在精神上屈打成招，不仅不在美国的威逼之下在所谓罪状书上按手印，更不能主动写忏悔书。,中性,0.527230717
11729,从不输出革命？邓小平访问新加坡以后被李光耀提出要我们别输出革命才被叫停！胡编啊胡编！[哈哈],中性,0.423878075
11730,大象在小树后藏不住，不算高调，但经常从树后出来向全世界高喊：‘’厉害了我‘’，就高调了。为什么“厉害了我的国”在播放势头正旺的时候会停播？在树后闷声发大财不好吗？经常看见有些文章：我们制造了什么、我们什么领先了多少年、某国惊呆了、某国傻眼了等等。这种文章就是给国家添乱！,负面,0.016665221
11731,回复@jacksprow63077:有网络真好、随便搜搜你讲的每一个事都在高考考点上、哈哈、果然有些人就是选择性失明眼瞎、自己越眼瞎越觉得别人无知、以为就他知道、哈哈哈哈、//回复@碎片笑点:呵呵，真不好意思，历史课本正好都看过，为了辅导孩子考试，你的谎言真的很没品，懂吗？再说了历史是常识，虽然历史太多都是谎言，但是像你这种智商的多看看没坏处。,负面,0.078140574
11732,回复@jacksprow63077:脑子真的有病、可能你看见也当没看见、还是你孩子上了一个假冒小学？哈哈哈、要是你在我旁边我真想把我高中的历史书翻出来、如果上面有写庐山会议、有写三反五反写大跃进写文革、你是不是把这本书吃掉？要不给我地址我寄给你、不过也请你把书吃掉的拍成视频给我、看看到底是谁喜欢活在谎言里、智商低//回复@碎片笑点:呵呵，真不好意思，历史课本正好都看过，为了辅导孩子考试，你的谎言真的很没品，懂吗？再说了历史是常识，虽然历史太多都是谎言，但是像你这种智商的多看看没坏处。,负面,0.00212667
11733,回复@陈三爷好:你特马吃饱了没事干吗？//当年的马工，印共哪里来的！恬不知耻的还不对外输出，新加坡的李光耀跟邓说了！东南亚不是不想跟新中国交流，是怕新中国动不动搞革命!回去以后所谓的革命电台才撤销吧！,负面,0.058912425
11734,回复@碎片笑点:呵呵，真不好意思，历史课本正好都看过，为了辅导孩子考试，你的谎言真的很没品，懂吗？再说了历史是常识，虽然历史太多都是谎言，但是像你这种智商的多看看没坏处。//回复@jacksprow63077:你以为你高考呢？谁一天拿着这些背着、谁一天活在过去？不好好工作天天拿着高中历史书出来背？圆锥曲线来给我讲讲？全球季风带来给我背背？,负面,0.067890618
11735,回复@jacksprow63077:你以为你高考呢？谁一天拿着这些背着、谁一天活在过去？不好好工作天天拿着高中历史书出来背？圆锥曲线来给我讲讲？全球季风带来给我背背？//回复@碎片笑点:你上过历史课，你老师教过你，你来讲讲为什么批林批孔？庐山会议都谁参加了？,中性,0.497935056
11736,回复@碎片笑点:你上过历史课，你老师教过你，你来讲讲为什么批林批孔？庐山会议都谁参加了？//回复@jacksprow63077:没写入历史课本？历史老师没教你？没有历史书可以看？还要怎么正视？天天拿出来人民日报登头版？新闻联播反复放？天天活在过去里、,负面,0.203625594
11737,回复@碎片笑点:别出来丢人了，历史课本里连韩战的起因都不敢提。//回复@jacksprow63077:没写入历史课本？历史老师没教你？没有历史书可以看？还要怎么正视？天天拿出来人民日报登头版？新闻联播反复放？天天活在过去里、,负面,0.077252664
11738,老胡说得都是事实，但中国在安理会上的否决权这些年来一直跟在俄罗斯屁股后面。//@胡锡进:自省是中国人的优点。但30年没打仗，也从不对外搞革命输出的我们，不能背扩张、高调、咄咄逼人的锅。我们不能在精神上屈打成招，不仅不在美国的威逼之下在所谓罪状书上按手印，更不能主动写忏悔书。,中性,0.401928685
11739,当年的马工，印共哪里来的！恬不知耻的还不对外输出，新加坡的李光耀跟邓说了！东南亚不是不想跟新中国交流，是怕新中国动不动搞革命!回去以后所谓的革命电台才撤销吧！,负面,0.050484114
11740,从不对外搞革命输出？,负面,0.106246194
11741,[赞]正确。,正面,0.8466869
11742,韬光养晦是对的 但注定无法永远使用 墨菲定律 该来的总会来 那么，就坦然面对吧,中性,0.500213553
11743,回复@tiancaik:中午干谁？有时间也不能闲着呀。//早晚干死美国佬！,负面,0.001793914
11744,毛主席说得好:“以斗争求和平，则和平存；以妥协求和平，则和平亡。”真知灼见，今天仍具有现实意义，除了那些无脊椎软体动物、美分美狗外，全中国人民团结起来，一定要打赢这场遏制与反遏制的战略博弈。过了这道坎，中华民族前途光明！,正面,0.899687223
11745,回复@jacksprow63077:没写入历史课本？历史老师没教你？没有历史书可以看？还要怎么正视？天天拿出来人民日报登头版？新闻联播反复放？天天活在过去里、//回复@大秀必实88830:多了去了，庐山会议，斗资批修，批林批孔，文革，反击右倾翻案风，大跃进，三面红旗，三年自然灾害，每个单位抓百分之五的右派。。。对了，估计你也没听说过几个吧？,负面,0.004658774
11746,回复@jacksprow63077:当大家都没学过历史呢？//回复@大秀必实88830:多了去了，庐山会议，斗资批修，批林批孔，文革，反击右倾翻案风，大跃进，三面红旗，三年自然灾害，每个单位抓百分之五的右派。。。对了，估计你也没听说过几个吧？,负面,0.00929924
11747,自娱自乐挺好,中性,0.541495956
11748,[允悲],中性,0.375946547
11749,日子过得好，足以说明一切,中性,0.503512787
11750,回复@k线蚂蚁_35770:我觉得老胡的话都是发自内心，很赞同//老胡每次讲话，随着语音的抑扬顿挫，手都上下哆嗦，很有美国氛围。[允悲],中性,0.522813343
11751,回复@姿势低调:让你去搬砖，就是让你靠自己，难道让别人去给你搬？？？//回复@姜宝童HR:大陆人，除了你自己没人救得了你[弱],负面,0.142134951
11752,回复@今天来个涨停:中国人素质太低，不适合民主？//美狗们你们爹不安好心啊,负面,0.001307949
11753,回复@今天来个涨停:素质太低，不适合民主[笑cry]//美狗们你们爹不安好心啊,负面,0.008668964
11754,回复@初一三班学号23:还真叫上爹了[笑cry][笑cry][笑cry]说实话如果你爹认你就更完美了[嘻嘻][嘻嘻]//回复@融入到都:那你为什么要用我爹发明的苹果6给我回复消息？战狼不用华为，你说你马!,负面,0.110541204
11755,转发微博,中性,0.50009488
11756,美国在一战二战期间没有帮过世界上很多国家吗？包括战争期间武力人力物力的上帮助，包括战后重建。说话要有良心，没有美国很多国家生活在殖民地时代。,中性,0.496592728
11757,文人油子,中性,0.500147328
11758,说的好啊,正面,0.874837831
11759,回复@和气生财老刘掌柜:人家天天要让皿煮自由我们呢//回复@skyofstars:美帝天天喊要解放我们了么？,负面,0.027426911
11760,还不够高调啊,负面,0.250928425
11761,老胡讲的没错，评论里总有些人见不得中国好，把自己的愚昧无知当机智聪明,负面,0.133079144
11762,回复@吴涛投资人:你的品种好杂，八国联军都有份吧？！[挖鼻]//回复@今天来个涨停:无知当个性,中性,0.493759357
11763,回复@今天来个涨停:他们不如狗，狗还知道忠诚。[挖鼻]//美狗们你们爹不安好心啊,负面,0.008250314
11764,回复@孙阿舅:山不转人转，你天天盯着农民工，你有病啊，人家工地赚不到钱，不会去其他行业吗？和个大傻子似的，天天盯着工地一亩三分地。。//回复@小陶O_O:你去劳务市场看看，搞搞调查，饥一顿饱一顿的农民工，可能更爱国！而那些占着茅楼不拉屎，唯恐天下不乱的人，牢骚满腹，怪话连篇，为极度个人政治欲望长吁短叹，是不是既得利益者？认真调查一下，就知道了。,负面,0.000650792
11765,回复@孙阿舅:来比比，我开宠物店的，就会给动物看病，给狗狗洗澡剪毛，我大学学的是土木工程和工程造价，工程算量和工程测量都是年级第一，你要和谁比技能？//回复@宋宋宋子文的26个梦:如果你真的搞过调研，就会发现，房地产业在一线城市以外已经降温，工地开工少，购房者装修随之也少，你可以挂个牌牌去劳务市场看看，一天有几个人找你。当然，你要是讲，到处莺歌燕舞，处处蒸蒸日上，我也不反驳，这样政治正确嘛！我承认自己是失败者，是屌丝，但是有可能比你有技能，不然就过来比比,中性,0.485078231
11766,回复@姿势低调:你是哪国的？//说的中国好厉害的样子[笑cry],正面,0.97443762
11767,打倒美帝国主义,负面,0.065537274
11768,老胡讲的很好啊,正面,0.981556332
11769,回复@姿势低调:说的好像你指的就是对的一样//回复@允浩32534:年轻人，淚气太重，不是什么好事，我也没有义务指对错，自以为是，整天无所是事还心比天高的年轻人满大街都是，我见怪不怪,负面,0.001034946
11770,印度和越南发展势头很猛 有一定潜力 不可轻敌,中性,0.501954535
11771,回复@姿势低调:嗯嗯，台湾省的同胞们，还挺关心我们大陆人的嘛[笑cry]//回复@姜宝童HR:大陆人，除了你自己没人救得了你[弱],中性,0.362128817
11772,回复@马路上的火车573:哪里鼓吹民族主义了？？//回复@k线蚂蚁_35770:一天到晚鼓吹民族主义，不思反思。今天的局面就是多了胡编这是样的体制吹鼓手。,负面,0.001810218
11773,特别喜欢老胡说话,正面,0.995240766
11774,支持,正面,0.981304452
11775,很好,正面,0.978249181
11776,美国在一战二战期间没有帮过世界上很多国家吗？包括战争期间武力人力物力的上帮助，包括战后重建。说话要有良心，没有美国很多国家生活在殖民地时代。,中性,0.496592728
11777,还真是胡侃！,中性,0.418915424
11778,我们的文化浸染着我们，低调内敛不张扬,正面,0.99412078
11779,回复@斜阳照故人:可是这条微博下面的评论都承认自己就是不配拥有美好生活//当今世界的主要矛盾，就是“中国人民对美好生活的向往，但美国政府认为中国人民不配拥有美好生活的矛盾”。,中性,0.487005786
11780,天，看这些评论，批评与自我批评真是发挥的淋漓尽致,中性,0.497935134
11781,回复@奥特曼晴天32416:告诉你一个笑话。油管能看真相。//回复@Airborne0405:你说这么多没意义，如果你真的想看到真相你就翻墙看油罐,中性,0.498868738
11782,胡锡进这是想把中国推向和美国的“新冷战”啊,中性,0.50034978
11783,回复@快乐的油焖大虾丶:呵呵，你翻过墙吗？你到墙外查一查，一切都明白了//回复@熙熙为利来攘攘为利往:如果特朗普跟你一样想就好了，华为中兴也没必要遭这个罪，对吧？可是他就认为华为中兴就是威胁，必须除之而后快。我想如果华为中兴的工程师们看到你的言论，想掐死你的心都有了，辛辛苦苦数年的工作成果被你说的一文不值[吃瓜],负面,0.01104019
11784,回复@熙熙为利来攘攘为利往:你应该说5g不止中国一家有，高通不比中国差//回复@快乐的油焖大虾丶:5G并非创新是现有技术改良，而且通讯技术更新很快，当6G，7G出来时，中国还是会落后，一个封建专制国家想要在科技，文化上领先是不可能的，体制是一切发展的基石，当初如果没有改革开放在经济制度上改变是不会有中国经济繁荣的的今天。体制不改还想与美国一争高下，死路一条。,中性,0.486430486
11785,回复@熙熙为利来攘攘为利往:他看国内报纸看出来的，至于是真的假的他也不知道，也不关心！只要能不自己思考就能爽一下还是很嗨皮的//回复@快乐的油焖大虾丶:纳粹不止日，意两盟友，还有西班牙，奥地利，匈牙利，一批巴尔干国家。且整个南美也是中立的，法西斯并没对抗全世界，还是针对西方国家及附属国。前苏联颠覆时期，也不只是军事，人民生活水平也跟我们今天差不多是中等收入国家。美国在科技，文化，经济今天仍是世界中心。走下坡你是怎么看出来的？,中性,0.493595653
11786,回复@安和修复:哈哈！你讽刺的太到位了//视频从来不敢打开，怕恶梦，我只是路过看评论的……,负面,0.00508836
11787,回复@西红柿小姐Heidi:你真是愚蠢的可怕！无药可救了！！！愿佛主保佑你//回复@清风梅竹2019:还是算了吧，西方巴不得我们没有墙，到时候给一堆无知青年洗脑反zf就完了,负面,0.001794968
11788,回复@Airborne0405:你说这么多没意义，如果你真的想看到真相你就翻墙看油罐//回复@用户c5l18dpcad:那你告诉我我们中国的企业跟伊朗做生意管美国什么事？他美国是不是管的有点宽。别跟我说用了没过的技术零件什么的。这样的话中国也定个发用中国原料生产的东西不能卖给日本。不然就制裁那个公司美国人能接受吗？,中性,0.261818965
11789,回复@丝无命:。。。哈哈！//回复@清风梅竹2019:要的就是让咱们在自己家意淫用口水淹死美帝，十四亿人都去推特骂人家是不允许的。不然老胡这传声筒也没啥用了，我们还是老实点搬板凳听老胡念报纸我们听吧。,负面,0.002516291
11790,印度一直是高调的国家。孟加拉一名工人施工时坠楼身亡和中国工人爆发冲突打死一名中国工人孟加拉警方会公正处理吗[汗]中国工人去那工作真是危险!内地媒体很少发声[汗]香港游行也是因为不少港人对内地有偏见[顶]双重标准的看待内地!@人民日报 媒体越不发声对中国的偏见不公平会越来越多!,负面,0.000453439
11791,回复@skyofstars:印美元啊，你可以看一下美国国债的增长速度。//回复@竞争法研究:美国政府穷，哈哈，世界第一的军费哪里来的，金融危机时补贴大房企大银行的钱哪里来的,中性,0.446841091
11792,回复@hazwb:逻辑学在天朝是个稀罕玩意，比钻石还稀缺。//这种推论，不敢苟同！不知道胡总有没有修过逻辑学？,中性,0.498988727
11793,回复@今天来个涨停:癞皮狗不仅没有人性，狗性都没有呀。//美狗们你们爹不安好心啊,负面,0.000597629
11794,回复@重新入市:关你peace。//回复@pharmakon榴莲与西柚:好好感谢父母，其它别扯淡,中性,0.589850739
11795,回复@pharmakon榴莲与西柚:好好感谢父母，其它别扯淡//回复@姿势低调:啊，作为一个03年家里还在住十平方出租屋的贫困家庭现在有了两套房父母年收入大幅提升，还是很感谢政府的[吃瓜]可能有的人就觉得自己过的比别人差是国家欠他的吧。,负面,0.177883893
11796,美国这孙子,中性,0.381885604
11797,回复@姿势低调:你要这么说的话，作为年轻人也得奉劝你: 自以为年龄大就是懂得多，装出一副看破红尘俗世、参透天机、洞察世间万事万物，却事实上只是无知无畏、不懂装懂的上年纪的人也不少见。//回复@允浩32534:年轻人，淚气太重，不是什么好事，我也没有义务指对错，自以为是，整天无所是事还心比天高的年轻人满大街都是，我见怪不怪,负面,0.162667537
11798,回复@姜宝童HR:大陆人，除了你自己没人救得了你[弱]//回复@姿势低调:你好好去搬砖，就没那么苦逼了,负面,0.150474075
11799,回复@允浩32534:年轻人，淚气太重，不是什么好事，我也没有义务指对错，自以为是，整天无所是事还心比天高的年轻人满大街都是，我见怪不怪//回复@姿势低调:我说过“处处是光明”?所以我才说你的心是黑的，双眼自然看不到光明了。,负面,0.012581464
11800,香蕉人太多！,中性,0.497570227
11801,回复@姿势低调:中国确实很强大 但是人太多  一平均就算不上强大了[汗]//说的中国好厉害的样子[笑cry],正面,0.96711372
11802,先把厕所盖了,中性,0.500048425
11803,笑死个人了。,中性,0.514615096
11804,回复@阿西达卡866:不关毒死室，让他们接着口他们的美爹们//回复@今天来个涨停:这么样侮辱人？你有权利后 是不是要把你所称的美狗关进毒气室啊,负面,0.000261281
11805,回复@Byt3gypid:正确价值观：社会主义核心价值观[挖鼻]//回复@说实话的舌帝:请问正确的价值观是怎么样，错误的价值观又是哪些,中性,0.498639776
11806,回复@今天来个涨停:无知当个性//美狗们你们爹不安好心啊,负面,0.001332709
11807,真的打起仗来说中国好中国强的人都躲在最后反而是你们所谓的美狗冲在最前面这是为什么？好好看历史吧,负面,0.170123093
11808,中国不高调？那美帝动不动被吓尿算怎么回事？,负面,0.069532352
11809,回复@Byt3gypid:二百多条美哈，不多不多！//回复@今天来个涨停:俄狗你们没有脑子！,负面,0.000292414
11810,回复@姿势低调:你好好去搬砖，就没那么苦逼了//回复@姿势低调:强大应该是由内而外的，自己民生还没搞利索就到处圈地划牢，苦逼了普罗百姓,负面,0.001549192
11811,因为别人说到做到难，咱们说到，可能真的做到,中性,0.499387623
11812,回复@k线蚂蚁_35770:没看出来哪里吹牛逼！//老胡每次讲话，随着语音的抑扬顿挫，手都上下哆嗦，很有美国氛围。[允悲],中性,0.489366284
11813,回复@孙阿舅:社会失败者我也是笑了[二哈]井底之蛙，我到是看到很多没主见的人是俄狗。//回复@小陶O_O:骂美狗坏，这是应该的，骂跟风起哄傍美国洋气的傻，这也没毛病，但是，不能拿社会失败者说事儿，这就打击面太大了，所有下岗职工和失地农民以及无业大学毕业生都不算成功者，这其中，失败者很多，我就是其中之一，而这些人，太多都是国家和民族的坚定支持者，面对贸易战和科技战，至少为国家摇旗呐喊,负面,0.013207933
11814,回复@说实话的舌帝:请问正确的价值观是怎么样，错误的价值观又是哪些//回复@嘿嘿你还真是个天才:这就是和平演变，宣传错误价值观误导愚蠢大众,负面,0.000438878
11815,回复@三万天的旅程:------凝聚力不是靠打鸡血吹牛逼凝聚的。自己个省省吧。//回复@k线蚂蚁_35770:国家凝聚力是发展不可或缺的重要组成，难道叫美狗带路党来凝聚人心吗？,负面,0.140799282
11816,回复@满月弯弓:稳中向好//最新怎么又不让评论了？,中性,0.498889978
11817,回复@小河先生在线04:你确定不是稳中向好？//高地价、高房价、高租金对中国经济的致命打击直接体现在企业成本高企，中小企业尤其苦不堪言。嗜血的高地价高房价不仅极大地抬高了企业厂房租金、写字楼及店铺租金成本，更使得企业雇员背负高昂的住房成本和生活成本，企业不得不支付给雇员更高的薪酬。楼市泡沫是压垮中国企业、恶化民生的元凶。,负面,0.004594634
11818,回复@行而上233:为什么一会关心着中国农民工薪资问题。跑过头又为美国利益着想！这你就离谱了。2019年的6月18号还能看到这样的评论真是惊呆了//讲道理的说，美国的贸易政策和对科技技术的管理政策也是人家的内政，我们过分指责显得有点太那啥了吧，根本问题还是我们自身实力不够，想跟人家打交道又不按人家规矩来，哪有这样的呢，何况人家的规则被绝大部分其他国家接受，到咱这就是不行了。,负面,0.000705562
11819,回复@姿势低调:我说过“处处是光明”?所以我才说你的心是黑的，双眼自然看不到光明了。//回复@允浩32534:按你的说法，你是跪久了，处处是光明，连分辨黑暗的能力都丧失了[弱],中性,0.417442062
11820,回复@姿势低调:请不要往自己脸上抹粉了。再白的脸也无法遮住你黑暗的心。//回复@允浩32534:我讲的是大环境，你却往自己身上套，有啥可说的[笑cry]内心不能强大一点吗？,中性,0.307752797
11821,哈哈哈，当初粉红扣得爽，如今主子洗不得，正所谓舔狗舔狗，舔到最后一无所有。[偷笑][偷笑]所谓的普世价值在利益面前不值一提你还看不出来么？幼稚。//为什么5毛党要给抨击时弊、谋求社会进步的网友扣上美狗的帽子呢？,负面,0.010583066
11822,回复@装水的杯子是透明的:没有绝对，只有相对。中国人底层思维衍生出来完美主义确实有点严重了！攀比导致自卑再到埋怨，最后脱离现实//人权 司法 自由 民主呢？,负面,0.002126299
11823,回复@k线蚂蚁_35770:国家凝聚力是发展不可或缺的重要组成，难道叫美狗带路党来凝聚人心吗？//老胡每次讲话，随着语音的抑扬顿挫，手都上下哆嗦，很有美国氛围。[允悲],中性,0.495507371
11824,转发,中性,0.499998476
11825,这种事这种时候还有人在对一些已经是世界人都知道的事情吹毛求疵？起内讧？评不对文地说一些话，觉得自己知道很多？？？[doge],负面,0.001481643
11826,为什么国际形势会直转急下，从何时开始的？因何事引发的？我一直没搞懂。老胡也没弄明白。,中性,0.495741829
11827,因为我们的“中国模式”通常是不计成本，绝对控制。别人学不来，感觉不公平，认为中国应该改正错误。反正谈不好，不晓得是什么原因。,负面,0.215555092
11828,回复@小陶O_O:真实，评论转发里全是这种//回复@嘿嘿你还真是个天才:有的人是坏（拿钱的），有的人是傻（很多社会上一些失败者）。你看他们微博很多都是新创立的，名字都是乱取的。一般会有组织攻击一些微博主，这就是官媒关闭评论的原因之一,负面,0.005794533
11829,回复@恋上乡间路:羊再温顺，也不会忘记长犄角，//回复@姿势低调:什么顾自己，他说不定也是即将失业的3亿农民工的一员呢,中性,0.279303048
11830,回复@允浩32534:按你的说法，你是跪久了，处处是光明，连分辨黑暗的能力都丧失了[弱]//回复@姿势低调:点开你的微博，稍做浏览，想起一句话，送给你:内心阴暗的人，永远看不到光明。,中性,0.475032942
11831,回复@思柔雅南:了解下美国队波音公司的补贴//回复@今天来个涨停:老胡，据了解，美国主要还是说中国对这些产业进行补贴，补贴不太符合市场经济吧,中性,0.499514843
11832,回复@允浩32534:我讲的是大环境，你却往自己身上套，有啥可说的[笑cry]内心不能强大一点吗？//回复@姿势低调:点开你的微博，稍做浏览，想起一句话，送给你:内心阴暗的人，永远看不到光明。,中性,0.488080279
11833,胡总你说话太耗费体力了,中性,0.458576151
11834,中国之崛起，是自新民主主义革命时期就注定的，是亿万万中国人的选择和决心。二战后，西方资本社会蚕食苏联尸体苟延残喘几十年，也到时候了。,中性,0.470575316
11835,老胡就像机器人,中性,0.501705629
11836,搞就搞呗，你们那么高调干嘛？你们这些媒体不是喜欢吹吗？,负面,0.007130961
11837,"团贷网被爆雷第83天。团贷网老板没有跑路，团贷网平台没有逾期，我们是合法出借人，没有参与非法集资，团贷爆雷是政府引导，官员站台诱导，媒体误导的结果，出借人合规合法，出借合同受国家法律保护！请国务院彻查！彻查万和集团、巨人集团、派生科技、小黄狗等关联方,良性清盘,返还22万受害人本息！",负面,0.00095489
11838,回复@大千自在世界:看不懂中文的话建议小学一年级语文学起，别幼儿园毕业就停止接受知识。//回复@佯装出没:中华儒家思想本来就有天下的概念，几千年了招你惹你了？,中性,0.472188691
11839,中国很低调，但是华为不低调啊[摊手][摊手][摊手],中性,0.46210386
11840,前两年还是比较狂热的，战狼，红海行动，厉害了我的国等等。,中性,0.524361845
11841,回复@佯装出没:中华儒家思想本来就有天下的概念，几千年了招你惹你了？//回复@热衷历史的奕鳴:确实强，而且格局大！心系世界人民群众，构建人类命运共同体,中性,0.571577802
11842,回复@极地混合黑:中国的马列就和中国的佛教一样，和印度的关系也就释迦牟尼了。//回复@嘿嘿你还真是个天才:你错了……那些人不是中国人。是披着中国外皮的马列主义俄国人,负面,0.197378844
11843,以前空喊，现在真干,中性,0.495113807
11844,整天厉害了我的国，不是高调是啥请问,中性,0.363276482
11845,回复@闷灯马坤:与老胡无关，关闭评论，不太可能是老胡的本意。而是其他人的旨意。老胡充其量只是一名水手，不是舵手。他挨骂也是代人受过。老胡何尝不想更自由的言论环境。也是身不由己。//连评论都不敢让大家看，你自信个球,负面,0.032625137
11846,大力发展房地产,中性,0.524880938
11847,回复@安东尼奥95910:国家治理是一个极为复杂的体系化的东西，你以为随便讲两下自由、民主就行吗？如果你出过国，去看一下那些发展中国家治理水平的话。。。不要总盯着欧美日发达国家看，人家已经发展几百年了，历史上它们也遇到环境污染，政府腐败等等问题，经过几百年发展才日益完善。中国才发展四十年，你以为呢？美狗//回复@小陶O_O:这场悲剧是强权与高压的政治体系所致，一到切尔诺贝利纪念日，有一句话总会被提到，比核爆炸更恐怖的是谎言和欺骗。只要真相引人不悦，我们就慌话连篇，直到我们忘记那件事。可它不会消失，依然存在。我们所说的谎言郁有愧于真相，我们迟早要尝还的。摘自《切尔诺贝利的祈祷》,负面,0.122388578
11848,回复@钱多多兜空空:中国这几十年难道不是靠人多才有的今天吗？不能刚吃饱了就忘本了//回复@姿势低调:民生？自己没能力赖谁，咱要几千万人。咱也是发达国家，还谈民生，幼稚。你吃不饱？,负面,0.034486153
11849,回复@姿势低调:点开你的微博，稍做浏览，想起一句话，送给你:内心阴暗的人，永远看不到光明。//回复@允浩32534:你就这点理解能力？,中性,0.49905914
11850,回复@姿势低调:你的表达能力呢?呵呵。//回复@允浩32534:你就这点理解能力？,中性,0.499904368
11851,回复@姿势低调:什么顾自己，他说不定也是即将失业的3亿农民工的一员呢//回复@钱多多兜空空:对于你这种只顾自己的物种，没啥可说的[弱],中性,0.277764892
11852,回复@蚂蚁忙碌:和老胡无关，关闭评论，不太可能是老胡的本意。而是其他人的旨意。老胡充其量只是一名水手，不是舵手。他挨骂也是代人受过。//其实当你选择关闭评论时，当你不容其他声音时，你的内里也就表露了出来。强大不是用嘴说的，强大是你为人做事别人给你竖大拇指的。,中性,0.497319101
11853,回复@tiancaik:唉，管控越来越严了//回复@傻宝宝数数:老胡的微博早晚要关闭，看这趋势。,中性,0.477990806
11854,回复@傻宝宝数数:老胡的微博早晚要关闭，看这趋势。//有关香港的微博都删了,负面,0.108776342
11855,有关香港的微博都删了,负面,0.030034721
11856,为啥不见官方发消息,中性,0.498401923
11857,香港的事，关闭什么评论！自信在哪里？,负面,0.041493045
11858,老胡看清楚这个蓬佩奥了。,中性,0.499742307
11859,你的微博都不敢让人评论，心虚吗？,负面,0.001074581
11860,这博主说得对，这种外交官也是一个另类，变成了对抗部队军官。,中性,0.497796272
11861,我很佩服你！用各种方式让我们看到发生什么事情[赞],正面,0.988608897
11862,回复 @牛哥很不牛:全球几乎没有一个国家，是在实行一人一票选举制度后完成现代化建设的。//回复@采菊见南山:民主 有选票不好么？,中性,0.493484911
11863,呵呵,中性,0.374444204
11864,回复@文明在哪里呀文明在哪里:为何不能说国外？非要说国内？添乱吗？//对外关系是鹰牌还是鸽派，取决于国家利益。美国人为了自己的国家利益各种泼皮无赖，也正常。对付他的办法就是，抽他丫的！,负面,0.002316805
11865,回复@闰土的叉叉叉:副国级的蓬猪头就知道撒谎，欺骗和偷窃，偷窃这个词让我想起许多美狗说的偷窃，你们这些狗怎么舔//蓬佩奥是正儿八经实权副国级，请问胡编什么级别？,负面,0.001124207
11866,回复@影匠_阿祥:我好害怕，听说最近查水表很厉害，有个姑娘千万的粉丝都被封了[doge]//一个大国竟有如此狭隘之心，实在令人惊叹。让国家一步一步走向深渊的就是这些领导者。在如此开放性的时代，闭门造车，国之悲哀，民之悲哀啊。,负面,0.004229139
11867,回复@Go-to-hell2:你说的对，都是我们的错，我们该死。先把你妈送给美国人玩吧！//回复@文明在哪里呀文明在哪里:毁关系的是谁，心里没数吗？当初为了面子和利益愣是毁约，之前承诺也不履行，从来不反思自身！,负面,0.000324687
11868,回复@梦娇花女:麻蛋到底是个球？//回复@小奥马哈:无论肿么看，美帝高层如今的对华态度都搞得鹰派不像鹰派，鸽派不像鸽派的…… 塔玛德“共融”了，唉！……,负面,0.048762071
11869,回复@文三寿的家:谢谢,中性,0.512387382
11870,首先，你要成为一个国家。,中性,0.501314593
11871,老胡看来当不了外交官，把怼当成了主业。,中性,0.496524293
11872,回复@清风梅竹2019:谢谢！,中性,0.521163218
11873,回复@风华正茂好sao年:谢谢！,中性,0.522873763
11874,回复@新潮社0991:谢谢！,中性,0.535917565
11875,回复@zEPhyR嵐:谢谢！,中性,0.522286773
11876,可以告他诽谤吗,负面,0.000507392
11877,支持老胡！,正面,0.934398949
11878,@美国驻华大使馆,中性,0.502434929
11879,我都懒得评论，因为老胡不看评论，老胡太忙！,中性,0.498170926
11880,香港真实的声音有吗,中性,0.49838848
11881,是你们老把米国当敌人的，既然互为敌人，态度当然就凶狠了。鲁迅怎么说来着？,中性,0.462658752
